File|Manual Only|Correct|Common|Correct|Incorrect|Temis Only|Correct|Incorrect|
EN-9789264115651-9211081e.pdf||||||[Topics]: research|1||
EN-9789264115651-9211081e.pdf||||||[Topics]: market|1||
EN-9789264115651-9211081e.pdf||||||[Topics]: comparison|1||
EN-9789264115651-9211081e.pdf||||||[Topics]: government|1||
EN-9789264115651-9211081e.pdf||||||[Topics]: government purchasing|1||
EN-9789264115651-9211081e.pdf||||||[Topics]: evaluation|1||
EN-9789264115651-9211081e.pdf||||||[Topics]: tax credit|1||
EN-9789264115651-9211081e.pdf||||||[Topics]: public support|1||
EN-9789264115651-9211081e.pdf||||||[Topics]: enterprises|1||
EN-9789264115651-9211081e.pdf||||||[Topics]: innovation policy|1||
|||||||||
EN-9789264034297-6107241e.pdf|[Topics]: energy utilization|1|||||||
EN-9789264034297-6107241e.pdf|[Topics]: indicators|1|||||||
EN-9789264034297-6107241e.pdf|[Topics]: projections|1|||||||
EN-9789264034297-6107241e.pdf|[Topics]: energy statistics|1|||||||
EN-9789264034297-6107241e.pdf|||[GeographicalAreas]: IEA countries|1|||||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: France|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: United Kingdom|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: United States|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: Sweden|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: Norway|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: New Zealand|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: Japan|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: Italy|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: Greece|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: Finland|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: Denmark|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: Canada|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: Austria|1||
EN-9789264034297-6107241e.pdf||||||[GeographicalAreas]: Australia|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: service industry|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: gross domestic product|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: passengers|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: shares|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: electricity|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: fuels|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: manufacturing|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: freight|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: transport|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: energy consumption|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: energy conservation|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: trends|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: energy efficiency|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: energy|1||
EN-9789264034297-6107241e.pdf||||||[Topics]: energy utilisation|1||
|||||||||
EN-9789264014688-4306051e.pdf|[Topics]: regional cooperation|1|||||||
EN-9789264014688-4306051e.pdf|[Topics]: economic policy|1|||||||
EN-9789264014688-4306051e.pdf|||[GeographicalAreas]: OECD countries|1|||||
EN-9789264014688-4306051e.pdf|||[GeographicalAreas]: East Asia|1|||||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: World|1||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: China|1||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: Republic of Korea|1||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: Asia and the Pacific|1||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: Asia|1||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: Viet Nam|1||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: Japan|1||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: Developing countries|1||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: Thailand|1||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: Latin America|1||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: Chinese Taipei|1||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: ASEAN countries|1||
EN-9789264014688-4306051e.pdf||||||[GeographicalAreas]: Newly industrializing countries|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: banks|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: development policy|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: paper|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: government|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: development aid|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: economic growth|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: poverty|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: policy coherence for development|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: investment|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: economic development|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: official development assistance|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: development centres|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: trade|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: foreign direct investment|1||
EN-9789264014688-4306051e.pdf||||||[Topics]: crisis|1||
|||||||||
EN-9789264106055-2604011e.pdf|||[GeographicalAreas]: OECD countries|1|||||
EN-9789264106055-2604011e.pdf|||[Topics]: surveys|1|||||
EN-9789264106055-2604011e.pdf|||[Topics]: corporate governance|1|||||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: France|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: Italy|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: Southeast Europe|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: United States|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: Germany|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: United Kingdom|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: Australia|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: Europe|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: Japan|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: Republic of Korea|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: Belgium|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: Czech Republic|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: OECD area|1||
EN-9789264106055-2604011e.pdf||||||[GeographicalAreas]: Netherlands|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: employees|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: investors|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: interest|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: IT governance|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: auditors|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: auditing|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: reports|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: management|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: enterprises|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: financial market|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: law|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: codes|1||
EN-9789264106055-2604011e.pdf||||||[Topics]: shareholders|1||
|||||||||
EN-9789264099906-2303031e.pdf|[Topics]: taxation|1|||||||
EN-9789264099906-2303031e.pdf|||[GeographicalAreas]: OECD countries|1|||||
EN-9789264099906-2303031e.pdf|||[Topics]: conventions|1|||||
EN-9789264099906-2303031e.pdf|||[Topics]: tax agreements|1|||||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: France|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: Paris|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: Czech Republic|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: Southeast Europe|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: Economies in transition|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: Spain|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: Greece|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: New Zealand|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: Ottawa|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: Non-OECD countries|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: United States|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: Switzerland|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: Slovak Republic|1||
EN-9789264099906-2303031e.pdf||||||[GeographicalAreas]: United Kingdom|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: electronic commerce|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: offices|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: international agreements|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: products|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: reports|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: income|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: contracting|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: contracts|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: enterprises|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: state|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: articles|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: business|1||
EN-9789264099906-2303031e.pdf||||||[Topics]: permanent establishment|1||
|||||||||
